service,date,aircraft,location,lat,lon,target,numweapons,timeon,weapon,weaponweight,missionfunction,numaircraft,unit,timeoff
USMC,10/25/1965,A-4,CHU LAI,15.39564822,108.5864052,UNKNOWN\UNIDENTIFIED,4,1015,250LB MK-81,260,STRIKE,3,M01211,1040
USMC,10/25/1965,A-4,CHU LAI,15.4154335,108.2667389,UNKNOWN\UNIDENTIFIED,0,1600,,0,ESCORT/COVER,2,M01311,1640
USMC,10/25/1965,A-4,,15.4154335,108.2667389,UNKNOWN\UNIDENTIFIED,0,1640,,0,ESCORT/COVER,2,M01224,1755
USMC,10/25/1965,F-4,DANANG,15.43947268,108.028961,AREA\DEPOT,0,1815,,0,AIR INTERDICTION,2,M01542,1858
USMC,10/25/1965,F-4,DANANG,15.43947268,108.028961,AREA\DEPOT,10,1815,250LB M-57,272,AIR INTERDICTION,2,M01542,1858
USMC,10/25/1965,A-4,CHU LAI,15.50264852,108.3075166,UNKNOWN\UNIDENTIFIED,0,1050,,0,ESCORT/COVER,2,M01311,1210
USMC,10/25/1965,A-4,CHU LAI,15.50264852,108.3075166,UNKNOWN\UNIDENTIFIED,0,1205,,0,ESCORT/COVER,2,M01311,1225
USMC,10/25/1965,A-4,CHU LAI,15.58155818,108.1191761,UNKNOWN\UNIDENTIFIED,0,1445,,0,ESCORT/COVER,2,M01214,1550
USMC,10/25/1965,A-4,CHU LAI,15.59729925,108.3659377,UNKNOWN\UNIDENTIFIED,0,1735,,0,STRIKE,1,M01311,1745
USMC,10/25/1965,A-4,CHU LAI,15.59729925,108.3659377,UNKNOWN\UNIDENTIFIED,4,1735,250LB M-57,272,STRIKE,1,M01311,1745
USMC,10/25/1965,F-4,DANANG,15.59903852,108.3603229,TROOPS,0,1950,,0,AIR INTERDICTION,2,M01115,1955
USMC,10/25/1965,F-4,DANANG,15.59903852,108.3603229,TROOPS,14,1950,250LB M-57,272,AIR INTERDICTION,2,M01115,1955
USMC,10/25/1965,A-4,CHU LAI,15.59988567,108.3556516,TROOPS,0,1615,,0,STRIKE,2,M01214,1620
USMC,10/25/1965,A-4,CHU LAI,15.59988567,108.3556516,TROOPS,8,1615,250LB M-57,272,STRIKE,2,M01214,1620
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),15.61084023,108.0125257,TROOPS,0,845,,0,CLOSE AIR SUPPORT,4,N09943,855
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),15.61084023,108.0125257,TROOPS,12,845,500LB GP M-64,561,CLOSE AIR SUPPORT,4,N09943,855
USN,10/25/1965,A-6,INDEPENDANCE (CVA-62),15.62889849,108.0122638,TROOPS,0,908,,0,CLOSE AIR SUPPORT,1,N09707,911
USN,10/25/1965,A-6,INDEPENDANCE (CVA-62),15.62889849,108.0122638,TROOPS,8,908,250LB M-57,272,CLOSE AIR SUPPORT,1,N09707,911
USMC,10/25/1965,F-4,DANANG,15.65172479,108.0305743,TROOPS,0,1620,,0,AIR INTERDICTION,2,M01542,1645
USMC,10/25/1965,F-4,DANANG,15.65172479,108.0305743,TROOPS,7,1620,250LB M-57,272,AIR INTERDICTION,2,M01542,1645
USMC,10/25/1965,F-4,DANANG,15.67070934,108.1682713,TROOPS,0,2215,,0,AIR INTERDICTION,2,M01542,2226
USMC,10/25/1965,F-4,DANANG,15.67070934,108.1682713,TROOPS,6,2215,250LB M-57,272,AIR INTERDICTION,2,M01542,2226
USMC,10/25/1965,F-4,DANANG,15.70759481,107.8429239,TROOPS,0,2047,,0,AIR INTERDICTION,2,M01542,2048
USMC,10/25/1965,F-4,DANANG,15.70759481,107.8429239,TROOPS,6,2047,250LB M-57,272,AIR INTERDICTION,2,M01542,2048
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),15.70759481,107.8429239,AREA\DEPOT,0,1155,,0,AIR INTERDICTION,3,N09706,1210
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),15.70759481,107.8429239,AREA\DEPOT,14,1155,250LB M-57,272,AIR INTERDICTION,3,N09706,1210
USAF,10/25/1965,RF-101,TAN SON NHUT,15.71650837,108.4316536,AREA\DEPOT,0,1400,,0,PHOTO RECCE,1,JAJQPA,1430
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),15.74375214,107.8406286,AREA\DEPOT,0,1150,,0,AIR INTERDICTION,4,N09069,1156
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),15.74375214,107.8406286,AREA\DEPOT,48,1150,5.0IN HE RKT,132,AIR INTERDICTION,4,N09069,1156
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),15.74375214,107.8406286,AREA\DEPOT,10,1150,MK-11/MK-12,57,AIR INTERDICTION,4,N09069,1156
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),15.74375214,107.8406286,AREA\DEPOT,8,1150,500LB GP M-64,561,AIR INTERDICTION,4,N09069,1156
USN,10/25/1965,A-6,INDEPENDANCE (CVA-62),15.74665845,108.0385237,UNKNOWN\UNIDENTIFIED,0,715,,0,CLOSE AIR SUPPORT,2,N09628,730
USN,10/25/1965,A-6,INDEPENDANCE (CVA-62),15.74665845,108.0385237,UNKNOWN\UNIDENTIFIED,16,715,250LB M-57,272,CLOSE AIR SUPPORT,2,N09628,730
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),15.75515837,108.0002638,UNKNOWN\UNIDENTIFIED,0,705,,0,CLOSE AIR SUPPORT,4,N09058,712
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),15.75515837,108.0002638,UNKNOWN\UNIDENTIFIED,12,705,500LB GP M-64,561,CLOSE AIR SUPPORT,4,N09058,712
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),15.75549697,108.0244069,UNKNOWN\UNIDENTIFIED,0,720,,0,CLOSE AIR SUPPORT,2,N09774,724
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),15.75549697,108.0244069,UNKNOWN\UNIDENTIFIED,0,720,,0,CLOSE AIR SUPPORT,2,N09224,724
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),15.75549697,108.0244069,UNKNOWN\UNIDENTIFIED,12,720,200/260 M81/88,263,CLOSE AIR SUPPORT,2,N09774,724
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),15.75549697,108.0244069,UNKNOWN\UNIDENTIFIED,12,720,200/260 M81/88,263,CLOSE AIR SUPPORT,2,N09224,724
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),15.7578858,108.0010576,AREA\DEPOT,0,1330,,0,AIR INTERDICTION,3,N09076,1347
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),15.7578858,108.0010576,BUILDINGS,0,1350,,0,AIR INTERDICTION,3,N09706,1400
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),15.7578858,108.0010576,BUILDINGS,75,1350,MK-11/MK-12,57,AIR INTERDICTION,3,N09706,1400
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),15.7578858,108.0010576,AREA\DEPOT,3,1330,MK-11/MK-12,57,AIR INTERDICTION,3,N09076,1347
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),15.7578858,108.0010576,AREA\DEPOT,16,1330,250LB M-57,272,AIR INTERDICTION,3,N09076,1347
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),15.7578858,108.0010576,BUILDINGS,4,1350,250LB M-57,272,AIR INTERDICTION,3,N09706,1400
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),15.7578858,108.0010576,BUILDINGS,4,1350,500LB GP M-64,561,AIR INTERDICTION,3,N09706,1400
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),15.75981986,108.010355,UNKNOWN\UNIDENTIFIED,0,735,,0,CLOSE AIR SUPPORT,4,N09943,740
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),15.75981986,108.010355,UNKNOWN\UNIDENTIFIED,11,735,500LB GP M-64,561,CLOSE AIR SUPPORT,4,N09943,740
USMC,10/25/1965,F-4,DANANG,15.77012961,107.8950933,TROOPS,0,1554,,0,AIR INTERDICTION,2,M01115,1555
USMC,10/25/1965,F-4,DANANG,15.77012961,107.8950933,TROOPS,8,1554,250LB M-57,272,AIR INTERDICTION,2,M01115,1555
USMC,10/25/1965,RF-8,DANANG,15.77399934,108.0567805,UNKNOWN\UNIDENTIFIED,0,1415,,0,PHOTO RECCE,1,M01037,1500
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),15.80599897,107.9142602,AREA\DEPOT,0,1145,,0,AIR INTERDICTION,4,N09076,1200
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),15.80599897,107.9142602,AREA\DEPOT,20,1145,250LB M-57,272,AIR INTERDICTION,4,N09076,1200
USMC,10/25/1965,A-4,CHU LAI,15.94183602,107.9535538,UNKNOWN\UNIDENTIFIED,0,1505,,0,STRIKE,1,M01311,1525
USMC,10/25/1965,A-4,CHU LAI,15.94183602,107.9535538,UNKNOWN\UNIDENTIFIED,4,1505,250LB M-57,272,STRIKE,1,M01311,1525
USMC,10/25/1965,F-4,DANANG,15.95072313,107.8976733,TROOPS,0,2054,,0,AIR INTERDICTION,2,M01542,2055
USMC,10/25/1965,F-4,DANANG,15.95072313,107.8976733,TROOPS,6,2054,250LB M-57,272,AIR INTERDICTION,2,M01542,2055
USMC,10/25/1965,RF-8,DANANG,15.98403064,108.2311316,UNKNOWN\UNIDENTIFIED,0,1630,,0,PHOTO RECCE,1,M01037,1745
USAF,10/25/1965,RF-101,TAN SON NHUT,16.02538439,108.2866006,TROOPS,0,925,,0,PHOTO RECCE,1,JAJQPA,950
USMC,10/25/1965,A-4,CHU LAI,16.13907511,108.0729325,UNKNOWN\UNIDENTIFIED,0,1055,,0,ESCORT/COVER,2,M01311,1110
USMC,10/25/1965,F-4,DANANG,16.23443666,107.7522079,AREA\DEPOT,0,1625,,0,AIR INTERDICTION,2,M01542,1653
USMC,10/25/1965,F-4,DANANG,16.23443666,107.7522079,AREA\DEPOT,152,1625,2.75IN HE RKT,18,AIR INTERDICTION,2,M01542,1653
USMC,10/25/1965,F-4,DANANG,16.23443666,107.7522079,AREA\DEPOT,11,1625,250LB M-57,272,AIR INTERDICTION,2,M01542,1653
USMC,10/25/1965,A-4,CHU LAI,16.24980018,107.300238,UNKNOWN\UNIDENTIFIED,0,1550,,0,ESCORT/COVER,2,M01214,1650
USAF,10/25/1965,RF-101,TAN SON NHUT,16.25,106.416666,AREA\DEPOT,0,1145,,0,PHOTO RECCE,2,JAJQPA,1200
USMC,10/25/1965,RF-8,DANANG,16.25241342,108.0404069,UNKNOWN\UNIDENTIFIED,0,1615,,0,PHOTO RECCE,1,M01037,1620
USMC,10/25/1965,F-4,DANANG,16.25718838,108.059034,UNKNOWN\UNIDENTIFIED,0,1755,,0,AIR INTERDICTION,2,M01542,1850
USMC,10/25/1965,A-4,CHU LAI,16.32275321,107.966691,UNKNOWN\UNIDENTIFIED,0,1650,,0,ESCORT/COVER,2,M01214,1750
USMC,10/25/1965,A-4,CHU LAI,16.32275321,107.966691,UNKNOWN\UNIDENTIFIED,0,1655,,0,ESCORT/COVER,2,M01214,1730
USMC,10/25/1965,A-4,CHU LAI,16.32512069,107.9265105,UNKNOWN\UNIDENTIFIED,0,1600,,0,ESCORT/COVER,2,M01224,1700
USN,10/25/1965,A-1,BON HOMME RICHARD (CVA-31),16.34111809,107.0257298,AREA\DEPOT,0,1215,,0,AIR INTERDICTION,3,N09093,1225
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),16.34111809,107.0257298,AREA\DEPOT,0,1315,,0,AIR INTERDICTION,3,N09293,1325
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),16.34111809,107.0257298,AREA\DEPOT,16,1315,5.0IN HE RKT,132,AIR INTERDICTION,3,N09293,1325
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),16.34111809,107.0257298,AREA\DEPOT,10,1315,M-61,50,AIR INTERDICTION,3,N09293,1325
USN,10/25/1965,A-1,BON HOMME RICHARD (CVA-31),16.34111809,107.0257298,AREA\DEPOT,4,1215,250LB M-57,272,AIR INTERDICTION,3,N09093,1225
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),16.34111809,107.0257298,AREA\DEPOT,2,1315,500LB GP M-64,561,AIR INTERDICTION,3,N09293,1325
USN,10/25/1965,A-1,BON HOMME RICHARD (CVA-31),16.34111809,107.0257298,AREA\DEPOT,4,1215,500LB GP M-64,561,AIR INTERDICTION,3,N09093,1225
USN,10/25/1965,A-1,BON HOMME RICHARD (CVA-31),16.34835525,107.0248685,AREA\DEPOT,0,1226,,0,AIR INTERDICTION,3,N09093,1235
USN,10/25/1965,A-1,BON HOMME RICHARD (CVA-31),16.34835525,107.0248685,AREA\DEPOT,24,1226,250LB M-57,272,AIR INTERDICTION,3,N09093,1235
USMC,10/25/1965,RF-8,DANANG,16.37933983,108.075918,UNKNOWN\UNIDENTIFIED,0,1545,,0,PHOTO RECCE,1,M01037,1600
USMC,10/25/1965,F-4,DANANG,16.41058026,107.0376822,AREA\DEPOT,0,1340,,0,AIR INTERDICTION,2,M01115,1405
USMC,10/25/1965,F-4,DANANG,16.41058026,107.0376822,AREA\DEPOT,19,1340,2.75IN HE RKT,18,AIR INTERDICTION,2,M01115,1405
USMC,10/25/1965,F-4,DANANG,16.41058026,107.0376822,AREA\DEPOT,7,1340,250LB MK-81,260,AIR INTERDICTION,2,M01115,1405
USMC,10/25/1965,F-4,DANANG,16.42024253,107.325193,TROOPS,0,905,,0,AIR INTERDICTION,3,M01115,920
USMC,10/25/1965,F-4,DANANG,16.42024253,107.325193,TROOPS,0,945,,0,AIR INTERDICTION,2,M01542,955
USMC,10/25/1965,F-4,DANANG,16.42024253,107.325193,TROOPS,110,905,2.75IN HE RKT,18,AIR INTERDICTION,3,M01115,920
USMC,10/25/1965,F-4,DANANG,16.42024253,107.325193,TROOPS,76,945,2.75IN HE RKT,18,AIR INTERDICTION,2,M01542,955
USMC,10/25/1965,F-4,DANANG,16.42024253,107.325193,TROOPS,8,945,250LB M-57,272,AIR INTERDICTION,2,M01542,955
USMC,10/25/1965,F-4,DANANG,16.42024253,107.325193,TROOPS,14,905,250LB M-57,272,AIR INTERDICTION,3,M01115,920
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),16.42024253,107.325193,TROOPS,0,820,,0,CLOSE AIR SUPPORT,2,N09224,830
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),16.42024253,107.325193,TROOPS,0,825,,0,CLOSE AIR SUPPORT,4,N09058,835
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),16.42024253,107.325193,TROOPS,12,820,200/260 M81/88,263,CLOSE AIR SUPPORT,2,N09224,830
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),16.42024253,107.325193,TROOPS,11,825,500LB GP M-64,561,CLOSE AIR SUPPORT,4,N09058,835
USMC,10/25/1965,F-4,DANANG,16.45571909,107.0418988,TROOPS,0,1415,,0,AIR INTERDICTION,4,M01542,1440
USMC,10/25/1965,F-4,DANANG,16.45571909,107.0418988,TROOPS,209,1415,2.75IN HE RKT,18,AIR INTERDICTION,4,M01542,1440
USMC,10/25/1965,F-4,DANANG,16.45571909,107.0418988,TROOPS,16,1415,250LB M-57,272,AIR INTERDICTION,4,M01542,1440
USAF,10/25/1965,RF-101,TAN SON NHUT,16.533333,106.866666,UNKNOWN\UNIDENTIFIED,0,1040,,0,PHOTO RECCE,2,JAJQPA,1140
USAF,10/25/1965,RF-101,TAN SON NHUT,16.65,106.416666,ROAD,0,1125,,0,PHOTO RECCE,2,JAJQPA,1135
USN,10/25/1965,RA-5,INDEPENDANCE (CVA-62),16.783333,108.583333,UNKNOWN\UNIDENTIFIED,0,646,,0,ELINT,1,N09696,732
USAF,10/25/1965,RF-101,UDORN AB,16.916666,106.833333,UNKNOWN\UNIDENTIFIED,0,0,,0,PHOTO RECCE,2,JAJQHB,0
USN,10/25/1965,RA-5,INDEPENDANCE (CVA-62),17,107.083333,UNKNOWN\UNIDENTIFIED,0,1125,,0,OPTICAL RECCE,1,N09696,1144
USAF,10/25/1965,RF-101,UDORN AB,17.016666,106.916666,UNKNOWN\UNIDENTIFIED,0,0,,0,PHOTO RECCE,2,JAJQHB,0
USAF,10/25/1965,RF-101,UDORN AB,17.066666,105.783333,ROAD,0,0,,0,PHOTO RECCE,2,JAJQHB,0
USAF,10/25/1965,RF-101,UDORN AB,17.116666,106.95,UNKNOWN\UNIDENTIFIED,0,0,,0,PHOTO RECCE,2,JAJQHB,0
USAF,10/25/1965,RF-101,UDORN AB,17.116666,106.75,UNKNOWN\UNIDENTIFIED,0,0,,0,PHOTO RECCE,2,JAJQHB,0
USN,10/25/1965,RA-5,INDEPENDANCE (CVA-62),17.166666,107.333333,UNKNOWN\UNIDENTIFIED,0,807,,0,OPTICAL RECCE,1,N09696,835
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),17.166666,107.333333,UNKNOWN\UNIDENTIFIED,0,807,,0,ESCORT/COVER,1,N09774,835
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),17.166666,107.333333,AREA\DEPOT,0,420,,0,ARMED RECCE,2,N09058,445
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),17.166666,107.333333,AREA\DEPOT,6,420,MK-24,25,ARMED RECCE,2,N09058,445
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),17.166666,107.333333,AREA\DEPOT,5,420,500LB GP M-64,561,ARMED RECCE,2,N09058,445
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),17.316666,106.733333,BRIDGE,0,1634,,0,ARMED RECCE,2,N09293,1636
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),17.316666,106.733333,BRIDGE,7,1634,5.0IN HE RKT,132,ARMED RECCE,2,N09293,1636
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),17.333333,106.733333,BRIDGE,0,1634,,0,ARMED RECCE,2,N09293,1635
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),17.333333,106.733333,BRIDGE,1,1634,5.0IN HE RKT,132,ARMED RECCE,2,N09293,1635
USN,10/25/1965,RF-8,BON HOMME RICHARD (CVA-31),17.35,105.85,UNKNOWN\UNIDENTIFIED,0,1140,,0,PHOTO RECCE,2,N28442,1230
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),17.4,106.616666,BRIDGE,0,1630,,0,ARMED RECCE,2,N09293,1639
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),17.4,106.616666,BRIDGE,1,1630,1000LB MK-83,985,ARMED RECCE,2,N09293,1639
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),17.4,106.616666,BRIDGE,4,1630,5.0IN HE RKT,132,ARMED RECCE,2,N09293,1639
USAF,10/25/1965,RF-101,UDORN AB,17.516666,106.6,AIRFIELD,0,0,,0,PHOTO RECCE,2,JAJQHB,0
USAF,10/25/1965,RF-101,UDORN AB,17.566666,105.183333,AREA\DEPOT,0,1120,,0,PHOTO RECCE,2,JAJQHB,1120
USAF,10/25/1965,RF-101,UDORN AB,17.566666,105.683333,UNKNOWN\UNIDENTIFIED,0,1054,,0,PHOTO RECCE,2,JAJQHB,1055
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),17.6,105.616666,ROAD,0,1841,,0,ARMED RECCE,2,N09076,1842
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),17.6,105.616666,ROAD,8,1841,250LB MK-81,260,ARMED RECCE,2,N09076,1842
USAF,10/25/1965,RF-101,UDORN AB,17.633333,105.75,UNKNOWN\UNIDENTIFIED,0,1110,,0,PHOTO RECCE,2,JAJQHB,1111
USAF,10/25/1965,RF-101,UDORN AB,17.666666,105.766666,ROAD,0,1056,,0,PHOTO RECCE,2,JAJQHB,1106
USAF,10/25/1965,RF-101,UDORN AB,17.666666,105.766666,UNKNOWN\UNIDENTIFIED,0,0,,0,PHOTO RECCE,2,JAJQHB,0
USN,10/25/1965,A-6,INDEPENDANCE (CVA-62),17.7,106.483333,AREA\DEPOT,0,458,,0,ARMED RECCE,1,N09628,459
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),17.7,106.483333,WATER VEHICLES,0,550,,0,ARMED RECCE,2,N09903,555
USN,10/25/1965,A-6,INDEPENDANCE (CVA-62),17.7,106.483333,AREA\DEPOT,5,458,500LB GP MK-82,500,ARMED RECCE,1,N09628,459
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),17.7,106.483333,WATER VEHICLES,6,550,MK-24,25,ARMED RECCE,2,N09903,555
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),17.7,106.483333,WATER VEHICLES,5,550,500LB GP M-64,561,ARMED RECCE,2,N09903,555
USAF,10/25/1965,RF-101,UDORN AB,17.75,105.933333,UNKNOWN\UNIDENTIFIED,0,0,,0,PHOTO RECCE,2,JAJQHB,0
USAF,10/25/1965,RF-101,UDORN AB,17.75,105.766666,UNKNOWN\UNIDENTIFIED,0,0,,0,PHOTO RECCE,2,JAJQHB,0
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),17.75,105.766666,ROAD,0,1840,,0,ARMED RECCE,2,N09706,1845
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),17.75,105.766666,ROAD,8,1840,250LB M-57,272,ARMED RECCE,2,N09706,1845
USN,10/25/1965,A-6,INDEPENDANCE (CVA-62),17.866666,106.433333,BRIDGE,0,502,,0,ARMED RECCE,1,N09628,504
USN,10/25/1965,A-6,INDEPENDANCE (CVA-62),17.866666,106.433333,BRIDGE,6,502,MK-24,25,ARMED RECCE,1,N09628,504
USN,10/25/1965,A-6,INDEPENDANCE (CVA-62),17.866666,106.433333,BRIDGE,6,502,500LB GP MK-82,500,ARMED RECCE,1,N09628,504
USAF,10/25/1965,RF-101,UDORN AB,17.95,105.816666,UNKNOWN\UNIDENTIFIED,0,1312,,0,PHOTO RECCE,2,JAJQHB,1313
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),18.016666,106.466666,BRIDGE,0,1020,,0,ARMED RECCE,1,N09058,1025
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),18.016666,106.466666,BRIDGE,3,1020,500LB GP M-64,561,ARMED RECCE,1,N09058,1025
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.016666,106.316666,BRIDGE,0,1010,,0,FLAK SUPPRESSION,1,N09774,1020
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.016666,106.316666,BRIDGE,4,1010,500LB GP MK-82,500,FLAK SUPPRESSION,1,N09774,1020
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),18.05,106.333333,BRIDGE,0,1110,,0,ARMED RECCE,1,N09903,1112
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.05,106.35,BRIDGE,0,215,,0,ARMED RECCE,4,N09224,219
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.05,106.35,BRIDGE,2,215,5.0IN HE RKT,132,ARMED RECCE,4,N09224,219
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),18.05,106.333333,BRIDGE,2,1110,MK-11/MK-12,57,ARMED RECCE,1,N09903,1112
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.05,106.35,BRIDGE,3,215,MK-24,25,ARMED RECCE,4,N09224,219
USAF,10/25/1965,RF-101,UDORN AB,18.066666,105.833333,UNKNOWN\UNIDENTIFIED,0,0,,0,PHOTO RECCE,2,JAJQHB,0
USN,10/25/1965,A-1,BON HOMME RICHARD (CVA-31),18.066666,106.45,WATER VEHICLES,0,1534,,0,ARMED RECCE,2,N09093,1535
USN,10/25/1965,A-1,BON HOMME RICHARD (CVA-31),18.066666,106.45,WATER VEHICLES,2,1534,M-3,50,ARMED RECCE,2,N09093,1535
USN,10/25/1965,A-1,BON HOMME RICHARD (CVA-31),18.083333,106.333333,BRIDGE,0,1530,,0,ARMED RECCE,2,N09093,1533
USN,10/25/1965,A-1,BON HOMME RICHARD (CVA-31),18.083333,106.333333,BRIDGE,8,1530,250LB M-57,272,ARMED RECCE,2,N09093,1533
USN,10/25/1965,A-1,BON HOMME RICHARD (CVA-31),18.1,106.333333,BRIDGE,0,1705,,0,ARMED RECCE,2,N09093,1707
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),18.1,106.266666,BRIDGE,0,1105,,0,ARMED RECCE,1,N09903,1107
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.1,106.316666,AREA\DEPOT,0,1010,,0,ARMED RECCE,1,N09774,1020
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.1,106.316666,AREA\DEPOT,16,1010,5.0IN HE RKT,132,ARMED RECCE,1,N09774,1020
USN,10/25/1965,A-1,BON HOMME RICHARD (CVA-31),18.1,106.333333,BRIDGE,20,1705,250LB M-57,272,ARMED RECCE,2,N09093,1707
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),18.1,106.266666,BRIDGE,2,1105,500LB GP M-64,561,ARMED RECCE,1,N09903,1107
USAF,10/25/1965,RF-101,UDORN AB,18.116666,105.783333,ROAD,0,0,,0,PHOTO RECCE,2,JAJQHB,0
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.133333,106.433333,RADAR,0,48,,0,ARMED RECCE,2,N09774,100
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.133333,106.433333,RADAR,13,48,5.0IN HE RKT,132,ARMED RECCE,2,N09774,100
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.133333,106.433333,RADAR,6,48,MK-24,25,ARMED RECCE,2,N09774,100
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),18.166666,106.216666,BRIDGE,0,1210,,0,ARMED RECCE,2,N09943,1212
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.166666,106.25,MOTOR VEHICLE,0,230,,0,ARMED RECCE,4,N09224,245
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.166666,106.25,MOTOR VEHICLE,14,230,5.0IN HE RKT,132,ARMED RECCE,4,N09224,245
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.166666,106.25,MOTOR VEHICLE,2,230,MK-24,25,ARMED RECCE,4,N09224,245
USN,10/25/1965,A-4,INDEPENDANCE (CVA-62),18.166666,106.216666,BRIDGE,2,1210,500LB GP M-64,561,ARMED RECCE,2,N09943,1212
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),18.183333,105.716666,BRIDGE,0,1700,,0,ARMED RECCE,2,N09076,1725
USN,10/25/1965,A-4,BON HOMME RICHARD (CVA-31),18.183333,105.716666,BRIDGE,4,1700,BULLPUP A/B,565,ARMED RECCE,2,N09076,1725
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.2,106.116666,BRIDGE,0,415,,0,ARMED RECCE,2,N09774,425
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.2,106.116666,BRIDGE,16,415,5.0IN HE RKT,132,ARMED RECCE,2,N09774,425
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.2,106.116666,BRIDGE,6,415,MK-24,25,ARMED RECCE,2,N09774,425
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),18.233333,106.016666,AREA\DEPOT,0,1620,,0,ARMED RECCE,2,N09096,1700
USN,10/25/1965,F-8,BON HOMME RICHARD (CVA-31),18.233333,106.016666,AREA\DEPOT,3,1620,MK-11/MK-12,57,ARMED RECCE,2,N09096,1700
USAF,10/25/1965,RF-101,UDORN AB,18.25,105.7,ROAD,0,0,,0,PHOTO RECCE,2,JAJQHB,0
USN,10/25/1965,F-4,INDEPENDANCE (CVA-62),18.3,105.683333,AREA\DEPOT,0,555,,0,ARMED RECCE,2,N09224,602
